conversation_id,customer_message,apple_response,intent,resolution_status,n_turns,split
conv_340202,@AppleSupport I haven’t seen my new music playlist in  for you fab several MONTHS.Noticed others having the same issue. How can this b fixed,"@197246 Are you referring to the curated ""New Music Mix"" in Apple Music? Let's take a look at this together in DM. https://t.co/GDrqU22YpT",other_unclear,customer_thanked,3,classifier_eval
conv_340205,My iCloud won’t download any photos and I can’t disable iCloud because iPhone photos have a ridiculous file size help me @AppleSupport,"@160193 Are you trying to download to a computer or another device? Also, do you get an error at all? Let us know, we'd like to help.",account_security_icloud,unresolved_no_signal,3,classifier_eval
conv_340544,@AppleSupport I’m currently using a messaging filter in IOS11 and works fine. But seems the Apple Watch can’t filter the messages. @AppleSupport Every time I get a SPAM the App filters but the Apple Watch still notifies me and gives the taptic feedback,@197336 Thanks for reaching out to us. Are you using a third-party application? Also what troubleshooting steps have you tried so far?,ios_software_update,unresolved_no_signal,5,train
conv_340547,Dear @115858 do you hate me?Why when you intro a new phone or force an update does my phone stop working properly? #AppleTurningDroid,@197337 Thanks for reaching out to us. Can you Please clarify the issue that you are having? That way we can better assist you.,ios_software_update,unresolved_no_signal,3,train
conv_340552,Is there a software update in the works that fixes the battery drain of iOS 11? // @AppleSupport @115858,@197339 Happy to help. We've replied to your DM. Look for our contact there.,battery_power,customer_thanked,3,train
conv_340556,So @AppleSupport how come Siri can’t send tweets for me anymore since the update?????,@197340 Thanks for reaching out to us. Do you have Siri turned on in Settings&gt; Twitter on your device?,ios_software_update,unresolved_no_signal,3,train
conv_340921,Am I the only one whose iPhone’s battery lasts half as long following the latest @115858 update?,@197445 Let's look into this together. Could you tell us which iPhone and iOS version you're using?,battery_power,unresolved_no_signal,3,train
conv_340929,Iphone update caused a bunch of my indigenous language apps to stop working :(  #Iñupiat #Tusaalanga #Inuktitut #Quechua @115858 Please fix,@197448 Let’s look into this together. What happens when you try to use these apps? Are you getting error messages?,ios_software_update,unresolved_no_signal,4,train
conv_340934,@AppleSupport I’m getting really tired of looking at this mess when I try to manage iCloud apps w/iOS 11.0.2 &amp; 8 Plus. 😾😾 https://t.co/jJKsAgaju8,"@197449 We’d like to look into this with you. To start, please send us a DM. https://t.co/GDrqU22YpT",account_security_icloud,customer_thanked,5,train
conv_341303,@AppleSupport can you tell me why my iPhone 6s Plus battery drains to the 60’s  from 100 in a matter of minutes when doing simple tasks?,@197549 We'd be happy to look into this. Which software version are you running?,battery_power,unresolved_no_signal,4,train
conv_341309,"@AppleSupport Is it OK to run my MacBook Pro standing up like this? It's too complicated to explain why, but I would like to. https://t.co/F0jeSAIXLm","@197552  You should be fine as long as the MacBook is positioned, stabilized and on a stable surface.",other_unclear,customer_thanked,3,classifier_eval
conv_342810,"@118845 these headphones have treated me so well, until now  Do you have any kind of warranty for this? 😊 https://t.co/Sr2Ws4MYij",@197615 We can definitely take a look at options. Hit us up via DM with what country you're currently located in. https://t.co/GDrqU22YpT,billing_repair_order,customer_thanked,3,train
conv_342843,"i NEVER had a problem with my ipad until i updated, its always lagging touch wise when i first use it everyday @AppleSupport",@197621 We'll be glad to assist you. Have you tried these steps? https://t.co/nVR8mBQOH1,ios_software_update,unresolved_no_signal,5,classifier_eval
conv_342862,The new update for my I phone is starting to have hella glitches and it freezes a lot.🙄 @115858,@197626 Which device and iOS version are you using? What glitches are you seeing? When does it freeze most often? We can help out!,ios_software_update,unresolved_no_signal,3,train
conv_344125,@AppleSupport Hey there! How do I setup Apple Pay on my iPhone 5s? Or is it not available on the iPhone 5s?,@169257 Hi! Apple Pay is only available on the iPhone SE and newer devices. So it wouldn't be compatible with the 5S.,other_unclear,customer_thanked,3,train
conv_344131,"Whenever I log into @127550 on Safari, here's what I get: A blank screen. 
@AppleSupport https://t.co/ocpYFMNu4R",@120122 We can look into this with you. Which Apple device are you using? Are you only having trouble with the one website?,account_security_icloud,unresolved_no_signal,3,train
conv_344135,"Hey!! @AppleSupport! Siri’s FUCKING OUT! Having connection problems 60% of the time, all of the time!! Y’all gonna fix this shit, yeah? #FFS","@197850 If you're having issues with Siri, let's meet up in DM to discuss what you're experiencing. https://t.co/GDrqU22YpT",other_unclear,escalated_to_dm,3,train
conv_344391,@AppleSupport Is there a way to download all my photos and videos from iCloud directly to my iPhone???,@197907 We can help. Which iOS version are you running?,account_security_icloud,unresolved_no_signal,5,classifier_eval
conv_344394,Love how my phone keeps playing up after the #iOS11 update 🤔 @115858 are sneakyyyyyyyyy.. don’t want the 8 thanks.,@197908 We're here to help. Let us know what's going on and we'll do everything we can to get it resolved.,ios_software_update,unresolved_no_signal,3,train
conv_344398,@AppleSupport It’s an iPhone 7 Plus &amp; I’m on 11.0.1,"@197909 OK. We’ve released iOS version 11.0.2. Let’s make sure you have a backup, then update your iPhone: https://t.co/80YRnjDFDk",other_unclear,unresolved_no_signal,3,train
conv_344402,"Hey, @AppleSupport why does my iPhone keep freezing &amp; crashing since the last update?!","@197909 Let's investigate this together. To start, tell us which iPhone you're using, and the version of iOS 11 it's on.",ios_software_update,unresolved_no_signal,3,train
conv_344628,Hey @AppleSupport plzzzzzz help me fix my IPhone 6! New update is killing my battery and lagging my phones performance. What is happening???,@197979 We'd like to help. Are you experiencing this issue on the latest version of iOS 11.0.2?,battery_power,customer_thanked,3,train
conv_344642,"Hi @AppleSupport, I disabled my iPad after it was stolen in July but forgot to cancel my MS Word sub, which I've been paying since. (1/2) @AppleSupport Is there any way to get a refund for the three months' subscription I've paid since the iPad has been out of use? (2/2)","@197984 Thanks for contacting us. Just to clarify, is this subscription via the App Store or Microsoft?",billing_repair_order,unresolved_no_signal,4,train
conv_344645,"@AppleSupport updated my phone just over an hour ago, constantly freezing and having to force restart",@197985 Let's help. Is this happening completely at random or mainly when using specific applications?,ios_software_update,unresolved_no_signal,3,train
conv_345134,@AppleSupport why doesn’t my phone automatically lock anymore? I’ve double checked the settings and I have it set to lock after a minute,"@198109 Does this occur when using a specific app or any? Also, which iOS is this occurring on? Let us know, we'd like to help.",other_unclear,unresolved_no_signal,3,train
conv_345144,@AppleSupport Updated to iOS 11.0.2 now my signal keeps dropping WiFi and switching from LTE to 4G,@198112 Hi there! We've received your DM and have replied. Please check for a message from us there.,connectivity,escalated_to_dm,3,train
conv_345148,I hate how buggy my phone is after installing iOS 11. Thanks @115858. #notimpressed,@198113 We're here to help with issues you are having with iOS 11. Can you provide us with more details?,ios_software_update,unresolved_no_signal,3,train
conv_345298,"@AppleSupport  I have issue with macOS High Sierra Supplemental Update
After update I can’t copy or past any text or files",@198161 We are here for you. What happens when you try to copy and paste? Is this issue happening when using specific apps?,ios_software_update,unresolved_no_signal,5,train
conv_345311,@AppleSupport iOS 11 is killing my battery. Drains much quicker. Is something being done to fix this??,@198164 We know battery life is important. We recommend checking out this link: https://t.co/bivpdfBNJ6,battery_power,unresolved_no_signal,3,train
conv_345494,Hey @115858 @AppleSupport why all of a sudden are many of my contacts nameless? Why are you so utterly awful lately?,@155878 Which device(s) are your contacts not showing names on? We'd be happy to help out.,other_unclear,unresolved_no_signal,3,train
conv_345497,Yo @116602 the app isn’t even opening half the time since the iOS 11 updates. @AppleSupport,"@198218 Thanks for reaching out! Please DM your model number, the version of iOS you're using, and your country. We'll meet you there!",ios_software_update,escalated_to_dm,3,train
conv_345691,"@AppleSupport I'm from Vancouver Canada and ill be traveling to Barbados tomorrow, i was wondering how charging my Macbook would work??",@198265 We suggest stopping by the Apple Store for one of our World Travel Adapter Kits. Learn about them here: https://t.co/PnsxVz3zZb,battery_power,unresolved_no_signal,3,train
conv_345899,"@AppleSupport How do I get Buzzfeed off my Apple News app? @AppleSupport Actually, it’s the Apple News widget, to be more precise.","@198315 Here is a helpful resouce for removing Widgets: https://t.co/0iiiCXOKEV

DM us if you have any questions. https://t.co/GDrqU22YpT",app_appstore_media,customer_thanked,5,train
conv_346070,@115858 so I updated my software and when I opened Apple Music all the music that I added to my Library was gone. I need help please,@198366 Let’s work together to find your tunes. Which device and version of OS are you using? Please restart if you've not already.,ios_software_update,customer_thanked,3,train
